code,parent_code,description,comment,level,isic_rev4_code,isic_rev4_description,mapping_type
uncoll_septic-tanks,wastewater_process,septic tanks (without dispersion field),,2,"3700","Sewerage","many-to-one"
uncoll_septic-system,wastewater_process,septic system (including a septic tank and a soil dispersal system),,2,"3700","Sewerage","many-to-one"
uncoll_latrines_small,wastewater_process,"open pits/latrines, dry climate, ground water table lower than latrine, small family (3-5 persons)",,2,"3700","Sewerage","many-to-one"
uncoll_latrines_communal,wastewater_process,"open pits/latrines, dra climate, ground water table lower than latrine, communal (many users)",,2,"3700","Sewerage","many-to-one"
uncoll_latrines_wet,wastewater_process,"open pits/latrines wet climate/flush water use, ground water table higher than latrine",,2,"3700","Sewerage","many-to-one"
uncoll_untreated,wastewater_process,no collection and  treatment of wastewater,,2,"3700","Sewerage","many-to-one"
septic-tank,wastewater_process,septic-tank wastewater treatment or discharge pathway,,2,"3700","Sewerage","many-to-one"
latrine,wastewater_process,latrine wastewater treatment or discharge pathway,,2,"3700","Sewerage","many-to-one"
ww_other,wastewater_process,other wastewater treatment or discharge pathway,,2,"3700","Sewerage","many-to-one"
sewer,wastewater_process,sewer wastewater treatment or discharge pathway,,2,"3700","Sewerage","many-to-one"
no_treat,wastewater_process,no wastewater treatment,,2,"3700","Sewerage","many-to-one"
waste_treatment,,treatment of waste,,0,"382","Waste treatment and disposal","one-to-one"
biological,waste_treatment,treatment of biological waste,,1,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
compost,biological,composting,,2,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
anaer_digest,biological,anaerobic digestion at biogas facilities,,2,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
incineration,waste_treatment,incineration of waste,,1,"382","Waste treatment and disposal","many-to-one"
inc_unspecified,incineration,incineration incin_unspecified,,2,"382",Waste treatment and disposal,"many-to-one"
inc_cont_stoker,incineration,continuous incineration with fluidised bed,,2,"382",Waste treatment and disposal,"many-to-one"
inc_cont_fluid,incineration,continuous incineration with stoker,,2,"382",Waste treatment and disposal,"many-to-one"
inc_semi_stoker,incineration,semi-continuous incineration with stoker,,2,"382",Waste treatment and disposal,"many-to-one"
inc_semi_fluid,incineration,semi-continuous incineration with fluidised bed,,2,"382",Waste treatment and disposal,"many-to-one"
inc_batch_stoker,incineration,batch type incineration with stoker,,2,"382",Waste treatment and disposal,"many-to-one"
inc_batch_fluid,incineration,batch type incineration with fluidised bed,,2,"382",Waste treatment and disposal,"many-to-one"
inc_pgm_shaft,incineration,pyrolysis-melting and gasification-melting with reactor shaft type,,2,"382",Waste treatment and disposal,"many-to-one"
inc_pgm_fluid,incineration,pyrolysis-melting and gasification-melting with reactor fluidized bed type,,2,"382",Waste treatment and disposal,"many-to-one"
inc_pgm_rotary,incineration,pyrolysis-melting and gasification-melting with reactor rotary kiln type,,2,"382",Waste treatment and disposal,"many-to-one"
inc_continuous,incineration,continuous incineration,,2,"382",Waste treatment and disposal,"many-to-one"
inc_batch,incineration,batch-type incineration,,2,"382",Waste treatment and disposal,"many-to-one"
inc_semi-continuous,incineration,semi-continuous incineration,,2,"382",Waste treatment and disposal,"many-to-one"
open_burn,waste_treatment,open burning,,1,"382",Waste treatment and disposal,"many-to-one"
landfill,waste_treatment,treatment of waste by solid waste disposal site,,1,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
managed,landfill,Managed solid waste disposal site (anaerobic).,"These must have controlled placement of waste (i.e., waste directed to specific deposition areas, a degree of control of scavenging and a degree of control of fires) and will include at least one of the following, (i) cover material; (ii) mechanical compacting; or (iii) levelling of the waste.",2,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
managed_well_s-a,landfill,Well managed solid waste disposal site (semi-aerobic).,"When semi-aerobic managed swdS type is managed under one of the following condition, it is regarded as well magement ; (i) permeable cover material; (ii) leachate drainage system without sunk; (iii) regulating pondage; and (iv) gas ventilation system without cap, (v) connection of leachate drainage system and gas ventilation system.",2,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
managed_poorly_s-a,landfill,Poorly managed solid waste disposal site (semi-aerobic).,"When semi-aerobic managed swdS type is managed under one of the following condition, it is regarded as poor management; (i) condition of sunk of leachate drainage system; (ii) closing of valve of drainage or atmosphere-unopening of drainage exit; (iii) capping of gas ventilation exit.",2,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
managed_well_a-a,landfill,Well managed solid waste disposal site (active-reaction).,"Active aeration of managed landfills includes the technology of in-situ low pressure aeration, air sparging, bioventing, passive ventilation with extraction (suction). These must have controlled placement of waste and will include leachate drainage system to avoid the blockage of air penetration, and (i) cover material; (ii) air injection or gas extraction system without drying of waste.",2,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
managed_poorly_a-a,landfill,Poorly managed solid waste disposal site (active-reaction).,"When swdS, that is equipped as well as active aeration of managed swdS, is managed under one of the following condition, it is judged as poor management; (i) blockage of aeration system due to failure of drainage; (ii) lack of available moisture for microorganisms due to high- pressure aeration.",2,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
unmanaged_deep,landfill,"Unmanaged solid waste disposal site (depth greater, equal 5 metres).","All swdS not meeting the criteria of managed swdS and which have depths of greater than or equal to 5 metres and/or high water table at near ground level. Latter situation corresponds to filling inland water, such as pond, river or wetland, by waste.",2,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
unmanaged_shallow,landfill,Unmanaged solid waste disposal site (depth lower 5 metres).,All swdS not meeting the criteria of managed swdS and which have depths of less than 5 metres.,2,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
uncharacterised,landfill,Uncharacterised solid waste disposal site (if above not applicable).,"Only if countries cannot categorise its swdS into above four categories of managed and unmanaged swdS, the MCF for this category can be used.",2,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
open-dumped,landfill,Unmanaged open dumped waste disposal,,2,"3821",Treatment and disposal of non-hazardous waste,"many-to-one"
